City Name,2023_Score_Max10000,2022_Score_Max7500,2020_Score_Max6000,2019_Score_5000,2018_Score,2017_Score,2016_Score,lat,lon
IMPHAL,6593.857674,1680.64,3757.284351,3382.059701,2904.415663,1192,1441,24.817,93.9368
BISHRAMPUR,6593.857674,1673.61,3757.284351,3524,2904.415663,1092.744027,1190.857143,21.4948,83.3035
SHILLONG,6593.857674,1654.45,3757.284351,3382.059701,2904.415663,839,1012,25.5788,91.8835
SEONI,6593.857674,1650.23,3757.284351,3382.059701,2904.415663,1077,1190.857143,22.1318,78.159
TADEPALLIGUDEM,6593.857674,1636.44,3757.284351,3382.059701,2904.415663,1250,1190.857143,16.4912,81.7311
MUNGER,6593.857674,1611.21,3757.284351,3382.059701,2904.415663,502,1190.857143,25.2751,86.6374
KATIHAR,6593.857674,1609.23,3757.284351,3382.059701,2904.415663,383,1190.857143,25.5548,87.6041
AGARTALA,6593.857674,1596.93,3757.284351,3382.059701,2904.415663,806,1222,23.8308,91.2863
KANCHEEPURAM,6593.857674,1540.05,3757.284351,3382.059701,2904.415663,1182,1190.857143,12.8481,79.7062
HOSPET (CMC),6593.857674,1472.94,3757.284351,3382.059701,2904.415663,752,1190.857143,15.2719,75.785
NAGAON,6593.857674,1442.94,3757.284351,3382.059701,2904.415663,1086,1190.857143,26.197,92.7031
PALLAVARAM,6593.857674,1423.18,3757.284351,3382.059701,2904.415663,1091,1190.857143,12.9267,80.1948
BHAGALPUR,6593.857674,1409.57,3757.284351,3382.059701,2904.415663,841,1190.857143,25.2506,87.0172
RAJMAHAL,6593.857674,1382.43,3757.284351,3132,2904.415663,1092.744027,1190.857143,25.2539,87.8545
KOLLAM,6593.857674,1376.41,3757.284351,3382.059701,2904.415663,629,1190.857143,8.8809,76.6142
SASARAM,6593.857674,1265.5,3757.284351,3382.059701,2904.415663,834,1190.857143,25.2251,84.0565
SIWAN,6593.857674,1256.03,3757.284351,3382.059701,2904.415663,610,1190.857143,26.2273,84.3667
THANJAVUR,6593.857674,1101.93,3757.284351,3382.059701,2904.415663,1003,1190.857143,10.7759,79.1576
KOHIMA,6593.857674,1098.08,3757.284351,3382.059701,2904.415663,970,893,25.6745,94.1143
ANANTNAG,6593.857674,827.69,3757.284351,3382.059701,2904.415663,1003,1190.857143,33.7432,75.153
ITANAGAR,6593.857674,729.73,3757.284351,3382.059701,2904.415663,953,639,27.1432,93.6164
Amdavad,6593.857674,3728.456823,3757.284351,4137,2904.415663,1092.744027,1190.857143,23.0228,72.5714
Amrava,6593.857674,3728.456823,3757.284351,3042,2904.415663,1092.744027,1190.857143,21.115,79.6335
Badrava,6593.857674,3728.456823,3757.284351,3486,2904.415663,1092.744027,1190.857143,21.0692,80.1683
Balrampur,6593.857674,3728.456823,3757.284351,3313,2904.415663,1092.744027,1190.857143,27.786,82.5515
Bhilai Charoda,6593.857674,3728.456823,3757.284351,3424,2904.415663,1092.744027,1190.857143,21.2116,81.4296
Chhura,6593.857674,3728.456823,3757.284351,3284,2904.415663,1092.744027,1190.857143,21.261,81.941
Chhurikala,6593.857674,3728.456823,3757.284351,3203,2904.415663,1092.744027,1190.857143,20.6925,80.95
Chikhalakasa,6593.857674,3728.456823,3757.284351,3296,2904.415663,1092.744027,1190.857143,20.5765,80.9385
Dungarpur,6593.857674,3728.456823,3757.284351,3787,2904.415663,1092.744027,1190.857143,25.39,73.6632
Gondia,6593.857674,3728.456823,3757.284351,3382.059701,2673,705,1190.857143,21.4552,80.1976
Ichalkaranji,6593.857674,3728.456823,3757.284351,3382.059701,2659,1133,1190.857143,16.7096,74.2021
Jashpur Nagar,6593.857674,3728.456823,3757.284351,3435,2948,1092.744027,1190.857143,23.065,83.4194
Jhagrakhand,6593.857674,3728.456823,3757.284351,3146,2904.415663,1092.744027,1190.857143,22.0664,82.4884
Kawardha,6593.857674,3728.456823,3757.284351,3223,2904.415663,1092.744027,1190.857143,22.3019,81.4945
Kunkuri,6593.857674,3728.456823,3757.284351,3228,2904.415663,1092.744027,1190.857143,22.632,82.5154
Magarlod,6593.857674,3728.456823,3757.284351,3161,2904.415663,1092.744027,1190.857143,21.3639,81.823
Malkapur,6593.857674,3728.456823,3757.284351,3771,2981,1092.744027,1190.857143,21.7731,76.6475
Mauda,6593.857674,3728.456823,3757.284351,3548,2904.415663,1092.744027,1190.857143,21.0723,78.8833
Narharpur,6593.857674,3728.456823,3757.284351,3540,2775,1092.744027,1190.857143,20.7311,80.7711
Pa ala,6593.857674,3728.456823,3757.284351,3054,2904.415663,1092.744027,1190.857143,26.0346,88.7506
Pakur,6593.857674,3728.456823,3757.284351,3373,2853,1092.744027,1190.857143,24.6338,87.5684
Pali,6593.857674,3728.456823,3757.284351,3288,2904.415663,1029,1190.857143,22.5626,75.8801
Phusro,6593.857674,3728.456823,3757.284351,3160,2888,1092.744027,1190.857143,23.6882,85.4688
Piriyapatna,6593.857674,3728.456823,3757.284351,3463,2838,1092.744027,1190.857143,12.8443,76.7399
Rajgarh,6593.857674,3728.456823,3757.284351,3460,2904.415663,1092.744027,1190.857143,25.05,80.34
Sahaspur-Lohara,6593.857674,3728.456823,3757.284351,3398,2904.415663,1092.744027,1190.857143,22.7662,81.4675
Saraipali,6593.857674,3728.456823,3757.284351,3276,2951,1092.744027,1190.857143,21.6957,82.0923
Siddipet,6593.857674,3728.456823,3757.284351,3170,3060,1461,1190.857143,17.1742,78.8225
Sitapur,6593.857674,3728.456823,3757.284351,3191,2904.415663,526,1190.857143,27.0558,80.6534
Tifra,6593.857674,3728.456823,3757.284351,3133,2843,1092.744027,1190.857143,21.6646,83.5513
Tirupa,6593.857674,3728.456823,3757.284351,4025,2904.415663,1092.744027,1190.857143,26.0954,87.5905
Udaipur,6593.857674,3728.456823,3757.284351,3382.059701,2623,764,1190.857143,24.579,73.6822
